timestamp,coolant,stator_winding,stator_tooth,motor_speed,pm,stator_yoke,ambient,torque,profile_id,AvgStatorTemp
2023-01-01 00:00:00,0.0959761689905506,0.4194212166755967,0.2993885263612406,4910.343515420871,46.54106173303392,0.1924671807160443,21.399324073791504,0.2043081166193039,17,0.30375897458429385
2023-01-01 00:15:00,0.0985703500818437,0.5515021194042194,0.4139825262762189,4999.95303765191,63.87939304563734,0.2694286995334574,23.371305214564007,0.2160854342590581,17,0.4116377817379653
2023-01-01 00:30:00,0.0972515982678563,0.5552378501812778,0.4239260067828594,4999.951263020834,67.52461963653565,0.285919470678062,23.847941186692974,0.2167471548040761,17,0.4216944425473998
2023-01-01 00:45:00,0.0976008639270264,0.5553439371993159,0.4290663555750929,4999.949679633247,68.81800523546006,0.2915236245533543,24.72258051766289,0.2170170588455016,17,0.425311305775921
2023-01-01 01:00:00,0.0963291803036187,0.5318978151908571,0.4171395457942672,4999.94790500217,68.56895347807142,0.2854687810128641,24.345852060317995,0.0548111341301664,17,0.4115020473326629
2023-01-01 01:15:00,0.0942108681274694,0.344444040917133,0.2869943946175588,4999.948203125,57.35468121210734,0.1990817612564706,24.452441867192583,-0.4328423351619053,17,0.27684006559705415
2023-01-01 01:30:00,0.0948875551714225,0.3243427956773067,0.2687310195502611,4999.947596028645,53.12798450681898,0.1864022648237131,24.93990327305264,-0.4332146296958579,17,0.2598253600170936
2023-01-01 01:45:00,0.0950305802931602,0.3224389002983499,0.2666421683204104,4999.946168619792,52.30328745947944,0.1852261437224848,24.54636126518249,-0.4331802122413294,17,0.25810240411374835
2023-01-01 02:00:00,0.0924850319432844,0.2865651227049664,0.2346354350924768,4475.508518710666,48.60205914391412,0.1618354131785515,23.72345460044013,-0.2634625438284382,5,0.22767865699199827
2023-01-01 02:15:00,0.0993021007644279,0.2104270811135264,0.1474567272685948,999.9914845106337,31.70817461543613,0.104499750418287,21.95803731282552,0.9413292845815148,5,0.1541278529334694
2023-01-01 02:30:00,0.0966492403814229,0.2513637156251463,0.1793910743487695,999.991171705458,36.97066286722819,0.1327458337456269,22.210940049489334,0.9391461128761308,5,0.18783354123984755
2023-01-01 02:45:00,0.0958057290453367,0.2543067979330152,0.1854608579307572,999.9905909559462,39.11378110249837,0.1360755847656439,23.086609751383463,0.9382686145891672,5,0.1919477468764721
2023-01-01 03:00:00,0.0946075265692227,0.1582899858329777,0.1272589871763363,999.9902050103082,38.24899471071031,0.0979869056431974,23.01518698056539,0.032202278668531,5,0.12784529288417049
2023-01-01 03:15:00,0.0929770130282432,0.0440369358782484,0.0472366831063542,999.990271097819,32.91894425392151,0.026268587039691,22.86075239923265,-0.4248215570853512,5,0.0391807353414312
2023-01-01 03:30:00,0.0931582476557492,0.0382743703173697,0.0410425819130527,999.990292494032,30.28758377710978,0.0213565219474296,23.22642634921604,-0.4240402335895527,5,0.03355782472595067
2023-01-01 03:45:00,0.0925373791878529,0.0358284723766936,0.0376446694336497,999.9905039808484,29.164668080012003,0.021364124705561,23.13305253982544,-0.4238397647736823,5,0.0316124221719681
2023-01-01 04:00:00,0.0914640909607684,0.0343010984559424,0.035942600473784,999.990055202908,28.584824676513676,0.0213547881575873,22.672369315889146,-0.4236990297524238,5,0.030532829029104567
2023-01-01 04:15:00,0.0889674861865769,0.2056983764617819,0.1587311395952885,1892.770605962801,32.091370037926566,0.1112903794068178,23.27624076843262,0.7992233057533483,12,0.15857329848796273
2023-01-01 04:30:00,0.0906484934476229,0.30784453958879,0.2277604860560097,1999.9784325493704,41.998443366156685,0.1739416231767982,23.279061450958253,0.9240175782401112,12,0.2365155496071993
2023-01-01 04:45:00,0.0922920705590844,0.3189963798337913,0.2464170312823788,1999.9786921522352,45.24748737335205,0.18139341061566,23.26975572374132,0.9227580730771971,12,0.2489356072439434
2023-01-01 05:00:00,0.0907635634609708,0.3206943365946376,0.252637458651229,1999.97878133138,46.5096283170912,0.1830673258659956,23.306571523878308,0.9224238587455056,12,0.25213304037062073
2023-01-01 05:15:00,0.0926972265205883,0.3214806989796425,0.2542447796609835,1999.9789339192707,47.09524376127455,0.1837248344821928,23.3625273958842,0.9220698255879818,12,0.25315010437427293
2023-01-01 05:30:00,0.0914263575167439,0.3223232066793912,0.2555608320129081,1999.979173855252,47.42896136813694,0.1838106766594926,23.42147987683614,0.921946166715152,12,0.2538982384505973
2023-01-01 05:45:00,0.09384398218619,0.3231637800505962,0.2573588594609394,1999.9792251926,47.6228958384196,0.1857967664587257,23.4745441087087,0.9217515909306916,12,0.2554398019900871
2023-01-01 06:00:00,0.0907705000651577,0.171905456590911,0.1593651683554642,1999.9784245469837,43.63751021279229,0.1216995563105397,23.457239842944677,-0.1947995191333469,12,0.15099006041897162
2023-01-01 06:15:00,0.0916584486083345,0.0768582716684779,0.0870150064528346,1999.9790381537543,36.51066021177504,0.0689333794262431,23.34882341702779,-0.428122813219811,12,0.07760221918251853
2023-01-01 06:30:00,0.0906823815553604,0.0718819636212237,0.0830473281663276,1999.9789701334637,34.182567532857256,0.0642272811739979,23.33920412911309,-0.4279298912117711,12,0.07305219098718306
2023-01-01 06:45:00,0.091515073398717,0.0691073570322166,0.080976563451677,1999.978968166775,33.28533958223131,0.0632000439977739,23.3414694457584,-0.4273257759769756,12,0.0710946548272225
